4010101001;Nama Produk;;Nama Material;;Jumlah Per Karton;Satuan
4010225008;FALMED MASKER M BIRU 10S @50X10;3030200001;JR SPUNBOND MASKER BIRU 15 CM;;0,31;KG
;;3030600003;JR SPUNBOND MASKER PUTIH 18.5 CM;;0,39;KG
;;3021700001;JR MELT BLOW 25GSM 16.5 CM ;;0,35;KG
;;2010717001;CARTON BOX HOUSE BRAND 10S ;;1;PCS
;;1040300001;NOSE WIRE  ;;0,15;KG
;;1040400001;ELASTIC EAR  ;;0,165;KG
;;2010110013;PACKAGING FALMED MASKER POLOS @5217;;50;PCS
;;;;;;
4010225009;FALMED MASKER M ORANGE 10S @50X10;3030400001;JR SPUNBOND MASKER ORANGE 15 CM;;0,31;KG
;;3030600003;JR SPUNBOND MASKER PUTIH 18.5 CM;;0,39;KG
;;3021700001;JR MELT BLOW 25GSM 16.5 CM ;;0,35;KG
;;2010717001;CARTON BOX HOUSE BRAND 10S ;;1;PCS
;;1040300001;NOSE WIRE  ;;0,15;KG
;;1040400001;ELASTIC EAR  ;;0,165;KG
;;2010110013;PACKAGING FALMED MASKER POLOS @5217;;50;PCS
;;;;;;
4010225010;FALMED MASKER M PINK 10S @50X10;3030500001;JR SPUNBOND MASKER PINK 15 CM;;0,31;KG
;;3030600003;JR SPUNBOND MASKER PUTIH 18.5 CM;;0,39;KG
;;3021700001;JR MELT BLOW 25GSM 16.5 CM ;;0,35;KG
;;2010717001;CARTON BOX HOUSE BRAND 10S ;;1;PCS
;;1040300001;NOSE WIRE  ;;0,15;KG
;;1040400001;ELASTIC EAR  ;;0,165;KG
;;2010110013;PACKAGING FALMED MASKER POLOS @5217;;50;PCS
;;;;;;
4010225011;FALMED MASKER M PUTIH 10S @50X10;3030600001;JR SPUNBOND MASKER PUTIH 15 CM;;0,31;KG
;;3030600003;JR SPUNBOND MASKER PUTIH 18.5 CM;;0,39;KG
;;3021700001;JR MELT BLOW 25GSM 16.5 CM ;;0,35;KG
;;2010717001;CARTON BOX HOUSE BRAND 10S ;;1;PCS
;;1040300001;NOSE WIRE  ;;0,15;KG
;;1040400001;ELASTIC EAR  ;;0,165;KG
;;2010110013;PACKAGING FALMED MASKER POLOS @5217;;50;PCS
;;;;;;
4010225012;FALMED MASKER S ABU 10S @50X10;3030100001;JR SPUNBOND MASKER ABU 15 CM;;0,27;KG
;;3030600003;JR SPUNBOND MASKER PUTIH 18.5 CM;;0,345;KG
;;3021700001;JR MELT BLOW 25GSM 16.5 CM ;;0,31;KG
;;2010717001;CARTON BOX HOUSE BRAND 10S ;;1;PCS
;;1040300001;NOSE WIRE  ;;0,15;KG
;;1040400001;ELASTIC EAR  ;;0,165;KG
;;2010110013;PACKAGING FALMED MASKER POLOS @5217;;50;PCS
;;;;;;
4010225013;FALMED MASKER S BIRU 10S @50X10;3030200001;JR SPUNBOND MASKER BIRU 15 CM;;0,27;KG
;;3030600003;JR SPUNBOND MASKER PUTIH 18.5 CM;;0,345;KG
;;3021700001;JR MELT BLOW 25GSM 16.5 CM ;;0,31;KG
;;2010717001;CARTON BOX HOUSE BRAND 10S ;;1;PCS
;;1040300001;NOSE WIRE  ;;0,15;KG
;;1040400001;ELASTIC EAR  ;;0,165;KG
;;2010110013;PACKAGING FALMED MASKER POLOS @5217;;50;PCS
;;;;;;
4010225014;FALMED MASKER S ORANGE 10S @50X10;3030400001;JR SPUNBOND MASKER ORANGE 15 CM;;0,27;KG
;;3030600003;JR SPUNBOND MASKER PUTIH 18.5 CM;;0,345;KG
;;3021700001;JR MELT BLOW 25GSM 16.5 CM ;;0,31;KG
;;2010717001;CARTON BOX HOUSE BRAND 10S ;;1;PCS
;;1040300001;NOSE WIRE  ;;0,15;KG
;;1040400001;ELASTIC EAR  ;;0,165;KG
;;2010110013;PACKAGING FALMED MASKER POLOS @5217;;50;PCS
;;;;;;
4010225015;FALMED MASKER S PINK 10S @50X10;3030500001;JR SPUNBOND MASKER PINK 15 CM;;0,27;KG
;;3030600003;JR SPUNBOND MASKER PUTIH 18.5 CM;;0,345;KG
;;3021700001;JR MELT BLOW 25GSM 16.5 CM ;;0,31;KG
;;2010717001;CARTON BOX HOUSE BRAND 10S ;;1;PCS
;;1040300001;NOSE WIRE  ;;0,15;KG
;;1040400001;ELASTIC EAR  ;;0,165;KG
;;2010110013;PACKAGING FALMED MASKER POLOS @5217;;50;PCS
;;;;;;
4010225016;FALMED MASKER S PUTIH 10S @50X10;3030600001;JR SPUNBOND MASKER PUTIH 15 CM;;0,27;KG
;;3030600003;JR SPUNBOND MASKER PUTIH 18.5 CM;;0,345;KG
;;3021700001;JR MELT BLOW 25GSM 16.5 CM ;;0,31;KG
;;2010717001;CARTON BOX HOUSE BRAND 10S ;;1;PCS
;;1040300001;NOSE WIRE  ;;0,15;KG
;;1040400001;ELASTIC EAR  ;;0,165;KG
;;2010110013;PACKAGING FALMED MASKER POLOS @5217;;50;PCS
;;;;;;
4010226001;FALMED KASSA STERIL 5X4 1S @60X10;3020403002;JR FN 45-25D 70% R/30%P 10 CM KS 5X4;;0,216;KG
;;2010704005;CARTON BOX FLD KASA STERIL 5X4 @60X10 ;;1;PCS
;;2010110001;PACKAGING FLD KASA STRL 5X4 KCL A @17142;;600;PCS
;;2010502002;INNER BOX FALMED KASA STERIL 5 X 4 ;;60;PCS
;;;;;;
4010226002;FALMED KASSA STERIL 5X6 1S @44X10;3020403002;JR FN 45-25D 70% R/30%P 10 CM KS 5X4;;0,2376;KG
;;2010704006;CARTON BOX FLD KASA STERIL 5X6 @44X10 ;;1;PCS
;;2010110002;PACKAGING FLD KASA STERIL 5X6 BSR @17142;;440;PCS
;;2010400082;STC LABEL STERIL ;;44;PCS
;;2010502003;INNER BOX FALMED KASA STERIL 5 X 6 ;;44;PCS
;;;;;;
4010226003;FALMED KASSA STERIL 7.5X7.5 1S @48X10;3020403003;JR FN 45-25D 70% R/30%P 15.5 CM 7.5X7.5;;0,486;KG
;;2010704007;CARTON BOX FLD KASA STRL 7.5X7.5 @48X10 ;;1;PCS
;;2010110005;PACKAGING FLD KASA STERIL 7.5X7.5 @12631;;480;PCS
;;2010502004;INNER BOX FALMED KASA STERIL 7.5X7.5 ;;48;PCS
;;2010400043;STC LABEL SAFETY SEAL QC PASS @5000 ;;48;PCS
;;;;;;
4010226005;FALMED KASSA STERIL 7.5X7.5 1S @10X10;3020403003;JR FN 45-25D 70% R/30%P 15.5 CM 7.5X7.5;;0,486;KG
;;2010704014;CARTON BOX FLD KASA STRL 7.5X7.5 @10X10 ;;1;PCS
;;2010110005;PACKAGING FLD KASA STERIL 7.5X7.5 @12631;;100;PCS
;;2010502004;INNER BOX FALMED KASA STERIL 7.5X7.5 ;;100;PCS
;;2010400043;STC LABEL SAFETY SEAL QC PASS @5000 ;;100;PCS
;;;;;;
4010226004;FALMED KASSA NONWOVEN  @560;;;;;
;;;;;;
3050106004;WIP FALMED KASSA STERIL 5X4 ;3020403002;JR FN 45-25D 70% R/30%P 10 CM KS 5X4;;0,144;KG
;;2010110016;PACKAGING FALMED KASA STERIL ALL SIZE @4545;;400;PCS
;;2010400043;STC LABEL SAFETY SEAL QC PASS @5000 ;;40;PCS
;;;;;;
4010226006;FALMED KASSA STERIL 5X4 1S ALL SIZE @40X10;3050106004;WIP FALMED KASSA STERIL 5X4 ;;400;PCK
;;2010502011;INNER BOX FALMED KASA STERIL ALL SIZE ;;40;PCS
;;2010704006;CARTON BOX FLD KASA STERIL 5X6 @44X10 ;;1;PCS
;;;;;;
3050106005;WIP FALMED KASSA STERIL 5X6 ;3020403002;JR FN 45-25D 70% R/30%P 10 CM KS 5X4;;0,216;KG
;;2010110016;PACKAGING FALMED KASA STERIL ALL SIZE @4545;;400;PCS
;;2010400043;STC LABEL SAFETY SEAL QC PASS @5000 ;;40;PCS
;;;;;;
4010226007;FALMED KASSA STERIL 5X6 1S ALL SIZE @40X10;3050106005;WIP FALMED KASSA STERIL 5X6 ;;400;PCK
;;2010502011;INNER BOX FALMED KASA STERIL ALL SIZE ;;40;PCS
;;2010704006;CARTON BOX FLD KASA STERIL 5X6 @44X10 ;;1;PCS
;;;;;;
3050106006;WIP FALMED KASSA STERIL 7.5X7.5 ;3020403002;JR FN 45-25D 70% R/30%P 10 CM KS 5X4;;0,405;KG
;;2010110016;PACKAGING FALMED KASA STERIL ALL SIZE @4545;;400;PCS
;;2010400043;STC LABEL SAFETY SEAL QC PASS @5000 ;;40;PCS
;;;;;;
4010226008;FALMED KASSA STERIL 7.5X7.5 1S ALL SIZE @40X10;3050106006;WIP FALMED KASSA STERIL 7.5X7.5 ;;400;PCK
;;2010502011;INNER BOX FALMED KASA STERIL ALL SIZE ;;40;PCS
;;2010704006;CARTON BOX FLD KASA STERIL 5X6 @44X10 ;;1;PCS
;;;;;;
3050106001;WIP FALMED ALCOHOL SWAB 1S ;3020303015;JR 40-76 H 20% R/80%P 3 CM ADPZ40;;0,3456;KG
;;2010110007;PACKAGING FLD ALCOHOL SWAB  @40000;;4800;PCS
;;1050100013;CHEMICAL ETHANOL/ETHYL ALCOHOL ;50,00%;0,6048;KG
;;1050100037;CHEMICAL AQUADEST ;50,00%;0,6048;KG
;;;;;;
3050106001;WIP FALMED ALCOHOL SWAB 1S ;3020303015;JR 40-76 H 20% R/80%P 3 CM ADPZ40;;0,3456;KG
;;2010110007;PACKAGING FLD ALCOHOL SWAB  @40000;;4800;PCS
;;1050100018;CHEMICAL ISOPROPYL ALCOHOL (IPA) ;35,00%;0,42336;KG
;;1050100035;CHEMICAL VANTOCIL TG/PHMB 20% ;0,13%;0,001512;KG
;;1050100037;CHEMICAL AQUADEST ;64,88%;0,784728;KG
;;;;;;
4010227001;FALMED ALCOHOL SWAB 3X6 1S @48X100;3050106001;WIP FALMED ALCOHOL SWAB 1S ;;4800;PCK
;;2010704008;CARTON BOX FLD ALCOHOL SWAB @48X100 ;;1;PCS
;;2010502005;INNER BOX ALCOHOL SWAB ;;48;PCS
;;2010400043;STC LABEL SAFETY SEAL QC PASS @5000 ;;48;PCS
;;;;;;
4010228001;FALMED DRY GLOVE 25S @12;3021201001;JR FN 80-14 H 50%R/40%P/10%ES 15 CM;;3,24;KG
;;2010717002;CARTON BOX 37X33X17 CM (HB 50S) ;;1;PCS
;;2010610001;PLASTIK ZIP LOCK 16X25CM ;;12;PCS
;;2010500011;KERTAS LABEL FALMED DRY GLOVE ;;12;PCS
;;;;;;
4010229001;FALMED BED SHEET 1S @20;;;;;
;;;;;;
4010229002;FALMED BED SHEET (MICROPORUS) 1S @20;;;;;
;;;;;;
4010301001;VOLARE MAKE UP REMOVER 10S @108;3020302004;JR FN 40-76 H 50% R/50%P 30 CM;;1,296;KG
;;2010717001;CARTON BOX HOUSE BRAND 10S ;;1;PCS
;;2010111002;PACKAGING VOLARE MAKE UP RMVR 10S @8000;;108;PCS
;;2010300004;STC REMOVABLE TRANSPARANT ORG @5800;;108;PCS
;;1050100026;CHEMICAL PROPYLENE GLYCOL ;0,40%;0,0199584;KG
;;1050100034;CHEMICAL TROY CARE PE 91 ;0,40%;0,0199584;KG
;;1050100007;CHEMICAL CETHYL PYRIDINIUM CHLORIDE ;0,13%;0,006237;KG
;;1050200029;PARFUM VITAMIN E OIL ACETATE ;0,01%;0,000499;KG
;;1050100004;CHEMICAL AMISOFT ECS 22 ;0,30%;0,0149688;KG
;;1050100014;CHEMICAL FLORAESTER K-20 W JOJOBA ;0,50%;0,024948;KG
;;1050100008;CHEMICAL CHAMOMILE EXTRACT ;0,10%;0,0049896;KG
;;1050200010;PARFUM GREEN TEA ;0,05%;0,0024948;KG
;;1050100003;CHEMICAL ALOE VERA EXTRACT MME 001B ;0,03%;0,0014969;KG
;;1050100037;CHEMICAL AQUADEST ;98,09%;4,8940492;KG
;;;;;;
4010302001;VOLARE FEMININE HYGIENE 10S @108;;;;;
;;;;;;
4010304003;VOLARE HAND & MOUTH FOOD GRADE 30S @24;3020503002;JR FN 45-76 H 50% R/50%P 15 CM;;0,972;KG
;;2010717002;CARTON BOX 37X33X17 CM (HB 50S) ;;1;PCS
;;2010111003;PACKAGING VOLARE HAND&MOUTH FG 30S @4761;;24;PCS
;;2010300004;STC REMOVABLE TRANSPARANT ORG @5800;;24;PCS
;;1050100026;CHEMICAL PROPYLENE GLYCOL ;1,00%;0,032076;KG
;;1050100023;CHEMICAL MONTANOX DF 20/GLYCOSPERSE ;0,12%;0,0038491;KG
;;1050100028;CHEMICAL SODIUM BENZOAT ;0,20%;0,0064152;KG
;;1050100011;CHEMICAL CITRIC ACID ANHYDROUS ;0,05%;0,0016038;KG
;;1050100033;CHEMICAL TRISODIUM CITRATE DIHYDRATE ;0,15%;0,0048114;KG
;;1050100007;CHEMICAL CETHYL PYRIDINIUM CHLORIDE ;0,10%;0,0032076;KG
;;1050100008;CHEMICAL CHAMOMILE EXTRACT ;0,05%;0,0016038;KG
;;1050200008;PARFUM GRAPE FLAVOR ;0,02%;0,0006415;KG
;;1050100037;CHEMICAL AQUADEST ;98,31%;3,1533916;KG
;;;;;;
4010304004;VOLARE HAND & MOUTH FOOD GRADE 80S FT @10;3020503010;JR FN 45-76 H 50% R/50%P 40 CM;;1,08;KG
;;2010717002;CARTON BOX 37X33X17 CM (HB 50S) ;;1;PCS
;;2010111005;PACKAGING VOLARE HAND & MOUTH 80S @4000;;10;PCS
;;2011000001;FLIP TOP WHITE (NEW CHINA) ;;10;PCS
;;2010300001;STC REMOVABLE INNER FLIP TOP 5X3CM (BIRU) @7400;;10;PCS
;;2010204001;STC FLIPTOP VOLARE HAND & MOUTH 80S FT ;;10;PCS
;;1050100026;CHEMICAL PROPYLENE GLYCOL ;1,00%;0,03564;KG
;;1050100023;CHEMICAL MONTANOX DF 20/GLYCOSPERSE ;0,12%;0,0042768;KG
;;1050100028;CHEMICAL SODIUM BENZOAT ;0,20%;0,007128;KG
;;1050100033;CHEMICAL TRISODIUM CITRATE DIHYDRATE ;0,05%;0,001782;KG
;;1050100007;CHEMICAL CETHYL PYRIDINIUM CHLORIDE ;0,15%;0,005346;KG
;;1050100008;CHEMICAL CHAMOMILE EXTRACT ;0,10%;0,003564;KG
;;1050200008;PARFUM GRAPE FLAVOR ;0,05%;0,001782;KG
;;1050100011;CHEMICAL CITRIC ACID ANHYDROUS ;0,02%;0,0007128;KG
;;1050100037;CHEMICAL AQUADEST ;98,31%;3,5037684;KG
;;;;;;
4010304002;VOLARE HAND & MOUTH FOOD GRADE 80S @18;3020503010;JR FN 45-76 H 50% R/50%P 40 CM;;1,944;KG
;;2010717002;CARTON BOX 37X33X17 CM (HB 50S) ;;1;PCS
;;2010111005;PACKAGING VOLARE HAND & MOUTH 80S @4000;;18;PCS
;;2011000001;FLIP TOP WHITE (NEW CHINA) ;;18;PCS
;;2010300001;STC REMOVABLE INNER FLIP TOP 5X3CM (BIRU) @7400;;18;PCS
;;2010204001;STC FLIPTOP VOLARE HAND & MOUTH 80S FT ;;18;PCS
;;1050100026;CHEMICAL PROPYLENE GLYCOL ;1,00%;0,064152;KG
;;1050100023;CHEMICAL MONTANOX DF 20/GLYCOSPERSE ;0,12%;0,0076982;KG
;;1050100028;CHEMICAL SODIUM BENZOAT ;0,20%;0,0128304;KG
;;1050100033;CHEMICAL TRISODIUM CITRATE DIHYDRATE ;0,05%;0,0032076;KG
;;1050100007;CHEMICAL CETHYL PYRIDINIUM CHLORIDE ;0,15%;0,0096228;KG
;;1050100008;CHEMICAL CHAMOMILE EXTRACT ;0,10%;0,0064152;KG
;;1050200008;PARFUM GRAPE FLAVOR ;0,05%;0,0032076;KG
;;1050100011;CHEMICAL CITRIC ACID ANHYDROUS ;0,02%;0,001283;KG
;;1050100037;CHEMICAL AQUADEST ;98,31%;6,3067831;KG
;;;;;;
3050107001;WIP VOLARE HAND & MOUTH FOOD GRADE 80S ;3021801001;JR FN 42-76 H 100% R 20 CM;;1,92;KG
;;2010111005;PACKAGING VOLARE HAND & MOUTH 80S @4000;;16;PCS
;;2010300014;STC REMOVABLE VOLARE FG 8X14CM ;;16;PCS
;;1050100026;CHEMICAL PROPYLENE GLYCOL ;1,00%;0,0672;KG
;;1050100023;CHEMICAL MONTANOX DF 20/GLYCOSPERSE ;0,12%;0,008064;KG
;;1050200008;PARFUM GRAPE FLAVOR ;0,05%;0,00336;KG
;;1050100028;CHEMICAL SODIUM BENZOAT ;1,00%;0,0672;KG
;;1050100011;CHEMICAL CITRIC ACID ANHYDROUS ;0,05%;0,00336;KG
;;1050100033;CHEMICAL TRISODIUM CITRATE DIHYDRATE ;0,15%;0,01008;KG
;;1050100007;CHEMICAL CETHYL PYRIDINIUM CHLORIDE ;0,10%;0,00672;KG
;;1050100008;CHEMICAL CHAMOMILE EXTRACT ;0,00%;0;KG
;;1050100017;CHEMICAL ISOCIL/SUPGUARD/TROYCARE BC 04/MERGAL/GLOCIDE CMIT ;0,30%;0,02016;KG
;;1050100037;CHEMICAL AQUADEST ;97,53%;6,554016;KG
;;;;;;
4010304005;VOLARE HAND & MOUTH FOOD GRADE 80S @16;3050107001;WIP VOLARE HAND & MOUTH FOOD GRADE 80S ;;16;PCK
;;2010716002;CARTON BOX WETKINS 10S @108 ;;1;PCS
;;;;;;
3050107002;WIP VOLARE HAND & MOUTH FOOD GRADE 50S ;3021801001;JR FN 42-76 H 100% R 20 CM;;1,8;KG
;;2010111005;PACKAGING VOLARE HAND & MOUTH 80S @4000;;24;PCS
;;2010300014;STC REMOVABLE VOLARE FG 8X14CM ;;24;PCS
;;1050100026;CHEMICAL PROPYLENE GLYCOL ;1,00%;0,063;KG
;;1050100023;CHEMICAL MONTANOX DF 20/GLYCOSPERSE ;0,12%;0,0076125;KG
;;1050200008;PARFUM GRAPE FLAVOR ;0,05%;0,00315;KG
;;1050100028;CHEMICAL SODIUM BENZOAT ;1,00%;0,063;KG
;;1050100011;CHEMICAL CITRIC ACID ANHYDROUS ;0,05%;0,00315;KG
;;1050100033;CHEMICAL TRISODIUM CITRATE DIHYDRATE ;0,15%;0,00945;KG
;;1050100007;CHEMICAL CETHYL PYRIDINIUM CHLORIDE ;0,10%;0,0063;KG
;;1050100008;CHEMICAL CHAMOMILE EXTRACT ;0,00%;0;KG
;;1050100017;CHEMICAL ISOCIL/SUPGUARD/TROYCARE BC 04/MERGAL/GLOCIDE CMIT ;0,30%;0,0189;KG
;;1050100037;CHEMICAL AQUADEST ;97,53%;6,1443375;KG
;;;;;;
4010304007;VOLARE HAND & MOUTH FOOD GRADE 50S @24;3050107002;WIP VOLARE HAND & MOUTH FOOD GRADE 50S ;;24;PCK
;;2010716002;CARTON BOX WETKINS 10S @108 ;;1;PCS
;;;;;;
4010305001;VOLARE FACIAL COTTON 250S @24;3020801002;JR FN 65-25 D 50%R/42.5%P/7.5%ES 25CMFCT;;2,106;KG
;;2010717001;CARTON BOX HOUSE BRAND 10S ;;1;PCS
;;2010603001;PLASTIK MICA FACIAL COTTON 250S ;;48;PCS
;;2010608001;PLASTIK PRINTING FACIAL COTTON250S ;;24;PCS
;;;;;;
4010401001;POLYMORPH HEAVY DUTY 30X32 10S MIX @60;3021402001;JR FN 90-14 H 80%R/10%P/10%ES 30 CM HDB;;1,296;KG
;;3021402002;JR FN 90-14 H 80%R/10%P/10%ES 30 CM HDG;;1,296;KG
;;3021402003;JR FN 90-14 H 80%R/10%P/10%ES 30 CM HDR;;1,296;KG
;;3021402004;JR FN 90-14 H 80%R/10%P/10%ES 30 CM HDY;;1,296;KG
;;2010711009;CARTON BOX POLYMORPH MULTI PURPOSE ;;1;PCS
;;2010607028;PLASTIK PP POLYMORPH 30X32 18X22X0.3CM ;;0,1308;KG
;;2010400034;STC LABEL POLYMORPH HD 30X32 ;;60;PCS
;;;;;;
4010401018;POLYMORPH HEAVY DUTY 30X32 PACK 6S MIX @60;3021402001;JR FN 90-14 H 80%R/10%P/10%ES 30 CM HDB;;0,7776;KG
;;3021402002;JR FN 90-14 H 80%R/10%P/10%ES 30 CM HDG;;0,7776;KG
;;3021402003;JR FN 90-14 H 80%R/10%P/10%ES 30 CM HDR;;0,7776;KG
;;3021402004;JR FN 90-14 H 80%R/10%P/10%ES 30 CM HDY;;0,7776;KG
;;2010711009;CARTON BOX POLYMORPH MULTI PURPOSE ;;1;PCS
;;2010134001;PACKAGING POLYMORPH HD 30X32 @4347;;60;PCS
;;2010400095;STC LABEL POLYMORPH HD 30X32 6 SHEETS ;;60;PCS
;;;;;;
4010401002;POLYMORPH HEAVY DUTY 30X32 10S WHITE @63;3021402005;JR FN 90-14 H 80%R/10%P/10%ES 30 CM;;5,4432;KG
;;2010711009;CARTON BOX POLYMORPH MULTI PURPOSE ;;1;PCS
;;2010607028;PLASTIK PP POLYMORPH 30X32 18X22X0.3CM ;;0,1308;KG
;;2010400034;STC LABEL POLYMORPH HD 30X32 ;;60;PCS
;;;;;;
4010401003;POLYMORPH HEAVY DUTY VALUE PACK 0.5 KG MIX @12;3021402001;JR FN 90-14 H 80%R/10%P/10%ES 30 CM HDB;;1,5;KG
;;3021402002;JR FN 90-14 H 80%R/10%P/10%ES 30 CM HDG;;1,5;KG
;;3021402003;JR FN 90-14 H 80%R/10%P/10%ES 30 CM HDR;;1,5;KG
;;3021402004;JR FN 90-14 H 80%R/10%P/10%ES 30 CM HDY;;1,5;KG
;;2010711009;CARTON BOX POLYMORPH MULTI PURPOSE ;;1;PCS
;;2010607029;PLASTIK PP 31.5X36 CM ;;0,08628;KG
;;;;;;
4010401004;POLYMORPH HEAVY DUTY VALUE PACK 0.5 KG WHITE @12;3021402005;JR FN 90-14 H 80%R/10%P/10%ES 30 CM;;6;KG
;;2010711009;CARTON BOX POLYMORPH MULTI PURPOSE ;;1;PCS
;;2010607029;PLASTIK PP 31.5X36 CM ;;0,08628;KG
;;;;;;
4010401005;POLYMORPH HEAVY DUTY 30X45 (ROLL) MIX @6;3011602001;MR FN 90-14 H 80%R/10%P/10%ES 165 CM HDB;;1,42155;KG
;;3011602002;MR FN 90-14 H 80%R/10%P/10%ES 165 CM HDR;;1,42155;KG
;;3011602003;MR FN 90-14 H 80%R/10%P/10%ES 165 CM HDY;;1,42155;KG
;;3011602004;MR FN 90-14 H 80%R/10%P/10%ES 165 CM HDG;;1,42155;KG
;;2010711009;CARTON BOX POLYMORPH MULTI PURPOSE ;;1;PCS
;;2010602004;PLASTIK CRYOPACK 28.5 X 51 ;;6;PCS
;;2010400053;STC LABEL POLYMORPH HD 30X45 ;;6;PCS
;;;;;;
4010401006;POLYMORPH HEAVY DUTY 30X45 (ROLL) WHITE @6;3011602005;MR FN 90-14 H 80%R/10%P/10%ES 165 CM;;5,6862;KG
;;2010711009;CARTON BOX POLYMORPH MULTI PURPOSE ;;1;PCS
;;2010602004;PLASTIK CRYOPACK 28.5 X 51 ;;6;PCS
;;2010400053;STC LABEL POLYMORPH HD 30X45 ;;6;PCS
;;;;;;
4010401014;POLYMORPH HEAVY DUTY 30X45 (ROLL) RED @6;3011602002;MR FN 90-14 H 80%R/10%P/10%ES 165 CM HDR;;5,6862;KG
;;2010711009;CARTON BOX POLYMORPH MULTI PURPOSE ;;1;PCS
;;2010602004;PLASTIK CRYOPACK 28.5 X 51 ;;6;PCS
;;2010400053;STC LABEL POLYMORPH HD 30X45 ;;6;PCS
;;;;;;
4010401027;POLYMORPH HEAVY DUTY 30X45 (ROLL) RED @9;3011602007;#N/A;;7,5816;KG
;;2010707004;CARTON BOX SERBET INDOMARET 26S @30 ;;1;PCS
;;2010602004;PLASTIK CRYOPACK 28.5 X 51 ;;9;PCS
;;2010400053;STC LABEL POLYMORPH HD 30X45 ;;9;PCS
;;;;;;
4010401015;POLYMORPH HEAVY DUTY 30X45 (ROLL) BLUE @6;3011602001;MR FN 90-14 H 80%R/10%P/10%ES 165 CM HDB;;5,6862;KG
;;2010711009;CARTON BOX POLYMORPH MULTI PURPOSE ;;1;PCS
;;2010602004;PLASTIK CRYOPACK 28.5 X 51 ;;6;PCS
;;2010400053;STC LABEL POLYMORPH HD 30X45 ;;6;PCS
;;;;;;
4010401016;POLYMORPH HEAVY DUTY 30X45 (ROLL) GREEN @6;3011602004;MR FN 90-14 H 80%R/10%P/10%ES 165 CM HDG;;5,6862;KG
;;2010711009;CARTON BOX POLYMORPH MULTI PURPOSE ;;1;PCS
;;2010602004;PLASTIK CRYOPACK 28.5 X 51 ;;6;PCS
;;2010400053;STC LABEL POLYMORPH HD 30X45 ;;6;PCS
;;;;;;
4010401028;POLYMORPH HEAVY DUTY 30X45 (ROLL) GREEN @9;3011602006;#N/A;;7,5816;KG
;;2010707004;CARTON BOX SERBET INDOMARET 26S @30 ;;1;PCS
;;2010602004;PLASTIK CRYOPACK 28.5 X 51 ;;9;PCS
;;2010400053;STC LABEL POLYMORPH HD 30X45 ;;9;PCS
;;;;;;
4010401017;POLYMORPH HEAVY DUTY 30X45 (ROLL) YELLOW @6;3011602003;MR FN 90-14 H 80%R/10%P/10%ES 165 CM HDY;;5,6862;KG
;;2010711009;CARTON BOX POLYMORPH MULTI PURPOSE ;;1;PCS
;;2010602004;PLASTIK CRYOPACK 28.5 X 51 ;;6;PCS
;;2010400053;STC LABEL POLYMORPH HD 30X45 ;;6;PCS
;;;;;;
4010401007;POLYMORPH HEAVY DUTY 30X60 10S MIX @33;3021402001;JR FN 90-14 H 80%R/10%P/10%ES 30 CM HDB;;1,3365;KG
;;3021402002;JR FN 90-14 H 80%R/10%P/10%ES 30 CM HDG;;1,3365;KG
;;3021402003;JR FN 90-14 H 80%R/10%P/10%ES 30 CM HDR;;1,3365;KG
;;3021402004;JR FN 90-14 H 80%R/10%P/10%ES 30 CM HDY;;1,3365;KG
;;2010711009;CARTON BOX POLYMORPH MULTI PURPOSE ;;1;PCS
;;2010400035;STC LABEL POLYMORPH HD 30X60 ;;33;PCS
;;2010607027;PLASTIK PP POLYMORPH 30X60 18X40X0.3CM ;;0,13068;KG
;;;;;;
4010401020;POLYMORPH HEAVY DUTY 30X60 10S RED @33;3021402003;JR FN 90-14 H 80%R/10%P/10%ES 30 CM HDR;;5,346;KG
;;2010711009;CARTON BOX POLYMORPH MULTI PURPOSE ;;1;PCS
;;2010400035;STC LABEL POLYMORPH HD 30X60 ;;33;PCS
;;2010607027;PLASTIK PP POLYMORPH 30X60 18X40X0.3CM ;;0,13068;KG
;;;;;;
4010401021;POLYMORPH HEAVY DUTY 30X60 10S BLUE @33;3021402001;JR FN 90-14 H 80%R/10%P/10%ES 30 CM HDB;;5,346;KG
;;2010711009;CARTON BOX POLYMORPH MULTI PURPOSE ;;1;PCS
;;2010400035;STC LABEL POLYMORPH HD 30X60 ;;33;PCS
;;2010607027;PLASTIK PP POLYMORPH 30X60 18X40X0.3CM ;;0,13068;KG
;;;;;;
4010401022;POLYMORPH HEAVY DUTY 30X60 10S GREEN @33;3021402002;JR FN 90-14 H 80%R/10%P/10%ES 30 CM HDG;;5,346;KG
;;2010711009;CARTON BOX POLYMORPH MULTI PURPOSE ;;1;PCS
;;2010400035;STC LABEL POLYMORPH HD 30X60 ;;33;PCS
;;2010607027;PLASTIK PP POLYMORPH 30X60 18X40X0.3CM ;;0,13068;KG
;;;;;;
4010401023;POLYMORPH HEAVY DUTY 30X60 10S YELLOW @33;3021402004;JR FN 90-14 H 80%R/10%P/10%ES 30 CM HDY;;5,346;KG
;;2010711009;CARTON BOX POLYMORPH MULTI PURPOSE ;;1;PCS
;;2010400035;STC LABEL POLYMORPH HD 30X60 ;;33;PCS
;;2010607027;PLASTIK PP POLYMORPH 30X60 18X40X0.3CM ;;0,13068;KG
;;;;;;
4010401011;POLYMORPH HEAVY DUTY 37.5X60 60S RED @8;3021402006;JR FN 90-14 H 80%R/10%P/10%ES 37.5CM HDR;;9,72;KG
