Kode Produk;Nama Produk;Nama Material;Jumlah Per Karton;Satuan
;;STC LABEL POLYMORPH HD 30X45 ;6;PCS
;;;;
4010401014;POLYMORPH HEAVY DUTY 30X45 (ROLL) RED @6;MR FN 90-14 H 80%R/10%P/10%ES 165 CM HDR;5,6862;KG
;;CARTON BOX POLYMORPH MULTI PURPOSE ;1;PCS
;;PLASTIK CRYOPACK 28.5 X 51 ;6;PCS
;;STC LABEL POLYMORPH HD 30X45 ;6;PCS
;;;;
4010401027;POLYMORPH HEAVY DUTY 30X45 (ROLL) RED @9;#N/A;7,5816;KG
;;CARTON BOX SERBET INDOMARET 26S @30 ;1;PCS
;;PLASTIK CRYOPACK 28.5 X 51 ;9;PCS
;;STC LABEL POLYMORPH HD 30X45 ;9;PCS
;;;;
4010401015;POLYMORPH HEAVY DUTY 30X45 (ROLL) BLUE @6;MR FN 90-14 H 80%R/10%P/10%ES 165 CM HDB;5,6862;KG
;;CARTON BOX POLYMORPH MULTI PURPOSE ;1;PCS
;;PLASTIK CRYOPACK 28.5 X 51 ;6;PCS
;;STC LABEL POLYMORPH HD 30X45 ;6;PCS
;;;;
4010401016;POLYMORPH HEAVY DUTY 30X45 (ROLL) GREEN @6;MR FN 90-14 H 80%R/10%P/10%ES 165 CM HDG;5,6862;KG
;;CARTON BOX POLYMORPH MULTI PURPOSE ;1;PCS
;;PLASTIK CRYOPACK 28.5 X 51 ;6;PCS
;;STC LABEL POLYMORPH HD 30X45 ;6;PCS
;;;;
4010401028;POLYMORPH HEAVY DUTY 30X45 (ROLL) GREEN @9;#N/A;7,5816;KG
;;CARTON BOX SERBET INDOMARET 26S @30 ;1;PCS
;;PLASTIK CRYOPACK 28.5 X 51 ;9;PCS
;;STC LABEL POLYMORPH HD 30X45 ;9;PCS
;;;;
4010401017;POLYMORPH HEAVY DUTY 30X45 (ROLL) YELLOW @6;MR FN 90-14 H 80%R/10%P/10%ES 165 CM HDY;5,6862;KG
;;CARTON BOX POLYMORPH MULTI PURPOSE ;1;PCS
;;PLASTIK CRYOPACK 28.5 X 51 ;6;PCS
;;STC LABEL POLYMORPH HD 30X45 ;6;PCS
;;;;
4010401007;POLYMORPH HEAVY DUTY 30X60 10S MIX @33;JR FN 90-14 H 80%R/10%P/10%ES 30 CM HDB;1,3365;KG
;;JR FN 90-14 H 80%R/10%P/10%ES 30 CM HDG;1,3365;KG
;;JR FN 90-14 H 80%R/10%P/10%ES 30 CM HDR;1,3365;KG
;;JR FN 90-14 H 80%R/10%P/10%ES 30 CM HDY;1,3365;KG
;;CARTON BOX POLYMORPH MULTI PURPOSE ;1;PCS
;;STC LABEL POLYMORPH HD 30X60 ;33;PCS
;;PLASTIK PP POLYMORPH 30X60 18X40X0.3CM ;0,13068;KG
;;;;
4010401020;POLYMORPH HEAVY DUTY 30X60 10S RED @33;JR FN 90-14 H 80%R/10%P/10%ES 30 CM HDR;5,346;KG
;;CARTON BOX POLYMORPH MULTI PURPOSE ;1;PCS
;;STC LABEL POLYMORPH HD 30X60 ;33;PCS
;;PLASTIK PP POLYMORPH 30X60 18X40X0.3CM ;0,13068;KG
;;;;
4010401021;POLYMORPH HEAVY DUTY 30X60 10S BLUE @33;JR FN 90-14 H 80%R/10%P/10%ES 30 CM HDB;5,346;KG
;;CARTON BOX POLYMORPH MULTI PURPOSE ;1;PCS
;;STC LABEL POLYMORPH HD 30X60 ;33;PCS
;;PLASTIK PP POLYMORPH 30X60 18X40X0.3CM ;0,13068;KG
;;;;
4010401022;POLYMORPH HEAVY DUTY 30X60 10S GREEN @33;JR FN 90-14 H 80%R/10%P/10%ES 30 CM HDG;5,346;KG
;;CARTON BOX POLYMORPH MULTI PURPOSE ;1;PCS
;;STC LABEL POLYMORPH HD 30X60 ;33;PCS
;;PLASTIK PP POLYMORPH 30X60 18X40X0.3CM ;0,13068;KG
;;;;
4010401023;POLYMORPH HEAVY DUTY 30X60 10S YELLOW @33;JR FN 90-14 H 80%R/10%P/10%ES 30 CM HDY;5,346;KG
;;CARTON BOX POLYMORPH MULTI PURPOSE ;1;PCS
;;STC LABEL POLYMORPH HD 30X60 ;33;PCS
;;PLASTIK PP POLYMORPH 30X60 18X40X0.3CM ;0,13068;KG
;;;;
4010401011;POLYMORPH HEAVY DUTY 37.5X60 60S RED @8;JR FN 90-14 H 80%R/10%P/10%ES 37.5CM HDR;9,72;KG
;;CARTON BOX POLYMORPH LAP RAYON 40S @40 ;1;PCS
;;PLASTIK PP 35X52 CM ;0,09288;KG
;;;;
4010401012;POLYMORPH HEAVY DUTY 37.5X60 60S YELLOW @8;JR FN 90-14 H 80%R/10%P/10%ES 37.5 CM HDY;9,72;KG
;;CARTON BOX POLYMORPH LAP RAYON 40S @40 ;1;PCS
;;PLASTIK PP 35X52 CM ;0,09288;KG
;;;;
4010401013;POLYMORPH HEAVY DUTY 37.5X60 60S BLUE @8;JR FN 90-14 H 80%R/10%P/10%ES 37.5CM HDB;9,72;KG
;;CARTON BOX POLYMORPH LAP RAYON 40S @40 ;1;PCS
;;PLASTIK PP 35X52 CM ;0,09288;KG
;;;;
4010401024;POLYMORPH HEAVY DUTY 37.5X60 60S RED @6;JR FN 90-14 H 80%R/10%P/10%ES 37.5CM HDR;7,29;KG
;;CARTON BOX NTUC ;1;PCS
;;PLASTIK PP 35X52 CM ;0,06966;KG
;;;;
4010401025;POLYMORPH HEAVY DUTY 37.5X60 60S YELLOW @6;JR FN 90-14 H 80%R/10%P/10%ES 37.5 CM HDY;7,29;KG
;;CARTON BOX NTUC ;1;PCS
;;PLASTIK PP 35X52 CM ;0,06966;KG
;;;;
4010401026;POLYMORPH HEAVY DUTY 37.5X60 60S BLUE @6;JR FN 90-14 H 80%R/10%P/10%ES 37.5CM HDB;7,29;KG
;;CARTON BOX NTUC ;1;PCS
;;PLASTIK PP 35X52 CM ;0,06966;KG
;;;;
4010401008;POLYMORPH HEAVY DUTY 30X60 10S WHITE @33;JR FN 90-14 H 80%R/10%P/10%ES 30 CM;5,346;KG
;;CARTON BOX POLYMORPH MULTI PURPOSE ;1;PCS
;;STC LABEL POLYMORPH HD 30X60 ;33;PCS
;;PLASTIK PP POLYMORPH 30X60 18X40X0.3CM ;0,13068;KG
;;;;
4010401009;POLYMORPH HEAVY DUTY VALUE PACK 1 KG MIX @6;JR FN 90-14 H 80%R/10%P/10%ES 30 CM HDB;1,5;KG
;;JR FN 90-14 H 80%R/10%P/10%ES 30 CM HDG;1,5;KG
;;JR FN 90-14 H 80%R/10%P/10%ES 30 CM HDR;1,5;KG
;;JR FN 90-14 H 80%R/10%P/10%ES 30 CM HDY;1,5;KG
;;CARTON BOX POLYMORPH MULTI PURPOSE ;1;PCS
;;PLASTIK PP 30X51 CM ;0,11712;KG
;;;;
4010401010;POLYMORPH HEAVY DUTY VALUE PACK 1 KG WHITE @6;JR FN 90-14 H 80%R/10%P/10%ES 30 CM;6;KG
;;CARTON BOX POLYMORPH MULTI PURPOSE ;1;PCS
;;PLASTIK PP 30X51 CM ;0,11712;KG
;;;;
4010402001;POLYMORPH MD 30X32 10S MIX @63;JR FN 80-25 D 50%R/40%P/10%ES 30 CM MDB;1,2096;KG
;;JR FN 80-25 D 50%R/40%P/10%ES 30 CM MDG;1,2096;KG
;;JR FN 80-25 D 50%R/40%P/10%ES 30 CM MDR;1,2096;KG
;;JR FN 80-25 D 50%R/40%P/10%ES 30 CM MDY;1,2096;KG
;;CARTON BOX POLYMORPH MULTI PURPOSE ;1;PCS
;;STC LABEL POLYMORPH MD 30X32 ;63;PCS
;;PLASTIK PP POLYMORPH 30X32 18X22X0.3CM ;0,13734;KG
;;;;
4010402002;POLYMORPH MD 30X32 10S WHITE @63;JR FN 80-25 D 50%R/40%P/10%ES 30 CM;4,8384;KG
;;CARTON BOX POLYMORPH MULTI PURPOSE ;1;PCS
;;STC LABEL POLYMORPH MD 30X32 ;63;PCS
;;PLASTIK PP POLYMORPH 30X32 18X22X0.3CM ;0,13734;KG
;;;;
4010402003;POLYMORPH MD VALUE PACK 0.5 KG MIX @12;JR FN 80-25 D 50%R/40%P/10%ES 30 CM MDB;1,5;KG
;;JR FN 80-25 D 50%R/40%P/10%ES 30 CM MDG;1,5;KG
;;JR FN 80-25 D 50%R/40%P/10%ES 30 CM MDR;1,5;KG
;;JR FN 80-25 D 50%R/40%P/10%ES 30 CM MDY;1,5;KG
;;CARTON BOX POLYMORPH MULTI PURPOSE ;1;PCS
;;PLASTIK PP 31.5X36 CM ;0,08628;KG
;;;;
4010402004;POLYMORPH MD VALUE PACK 0.5 KG WHITE @12;JR FN 80-25 D 50%R/40%P/10%ES 30 CM;6;KG
;;CARTON BOX POLYMORPH MULTI PURPOSE ;1;PCS
;;PLASTIK PP 31.5X36 CM ;0,08628;KG
;;;;
4010402005;POLYMORPH MD 30X45 (ROLL) MIX @6;MR FN 80-25 D 50%R/40%P/10%ES 165 CM MDB;1,377;KG
;;MR FN 80-25 D 50%R/40%P/10%ES 165 CM MDG;1,377;KG
;;MR FN 80-25 D 50%R/40%P/10%ES 165 CM MDR;1,377;KG
;;MR FN 80-25 D 50%R/40%P/10%ES 165 CM MDY;1,377;KG
;;CARTON BOX POLYMORPH MULTI PURPOSE ;1;PCS
;;PLASTIK CRYOPACK 28.5 X 51 ;6;PCS
;;STC LABEL POLYMORPH MD 30X45 ;6;PCS
;;;;
4010402006;POLYMORPH MD 30X45 (ROLL) WHITE @6;MR FN 80-25 D 50%R/40%P/10%ES 165 CM;5,508;KG
;;CARTON BOX POLYMORPH MULTI PURPOSE ;1;PCS
;;PLASTIK CRYOPACK 28.5 X 51 ;6;PCS
;;STC LABEL POLYMORPH MD 30X45 ;6;PCS
;;;;
4010402007;POLYMORPH MD 30X60 10S MIX @36;JR FN 80-25 D 50%R/40%P/10%ES 30 CM MDB;1,296;KG
;;JR FN 80-25 D 50%R/40%P/10%ES 30 CM MDG;1,296;KG
;;JR FN 80-25 D 50%R/40%P/10%ES 30 CM MDR;1,296;KG
;;JR FN 80-25 D 50%R/40%P/10%ES 30 CM MDY;1,296;KG
;;CARTON BOX POLYMORPH MULTI PURPOSE ;1;PCS
;;STC LABEL POLYMORPH MD 30X60 ;36;PCS
;;PLASTIK PP POLYMORPH 30X60 18X40X0.3CM ;0,14256;KG
;;;;
4010402008;POLYMORPH MD 30X60 10S WHITE @33;JR FN 80-25 D 50%R/40%P/10%ES 30 CM;4,752;KG
;;CARTON BOX POLYMORPH MULTI PURPOSE ;1;PCS
;;STC LABEL POLYMORPH MD 30X60 ;36;PCS
;;PLASTIK PP POLYMORPH 30X60 18X40X0.3CM ;0,14256;KG
;;;;
4010402009;POLYMORPH MD VALUE PACK 1 KG MIX @6;JR FN 80-25 D 50%R/40%P/10%ES 30 CM MDB;1,5;KG
;;JR FN 80-25 D 50%R/40%P/10%ES 30 CM MDG;1,5;KG
;;JR FN 80-25 D 50%R/40%P/10%ES 30 CM MDR;1,5;KG
;;JR FN 80-25 D 50%R/40%P/10%ES 30 CM MDY;1,5;KG
;;CARTON BOX POLYMORPH MULTI PURPOSE ;1;PCS
;;PLASTIK PP 30X51 CM ;0,05856;KG
;;;;
4010402010;POLYMORPH MD VALUE PACK 1 KG WHITE @6;JR FN 80-25 D 50%R/40%P/10%ES 30 CM;6;KG
;;CARTON BOX POLYMORPH MULTI PURPOSE ;1;PCS
;;PLASTIK PP 30X51 CM ;0,05856;KG
;;;;
4010403001;POLYMORPH LD 30X32 10S MIX @66;JR FN 65-25 D 50%R/42.5%P/7.5%ES 30CMLDB;1,0296;KG
;;JR FN 65-25 D 50%R/42.5%P/7.5%ES 30CMLDG;1,0296;KG
;;JR FN 65-25 D 50%R/42.5%P/7.5%ES 30CMLDR;1,0296;KG
;;JR FN 65-25 D 50%R/42.5%P/7.5%ES 30CMLDY;1,0296;KG
;;CARTON BOX POLYMORPH MULTI PURPOSE ;1;PCS
;;PLASTIK PP 17X28 CM ;0,21252;KG
;;STC LABEL POLYMORPH LD 30X32 ;66;PCS
;;;;
4010403002;POLYMORPH LD 30X32 10S WHITE @63;JR FN 65-25 D 50%R/42.5%P/7.5%ES 30 CM;3,9312;KG
;;CARTON BOX POLYMORPH MULTI PURPOSE ;1;PCS
;;PLASTIK PP 17X28 CM ;0,20286;KG
;;STC LABEL POLYMORPH LD 30X32 ;63;PCS
;;;;
4010403003;POLYMORPH LD VALUE PACK 0.5 KG MIX @12;JR FN 65-25 D 50%R/42.5%P/7.5%ES 30CMLDB;1,5;KG
;;JR FN 65-25 D 50%R/42.5%P/7.5%ES 30CMLDG;1,5;KG
;;JR FN 65-25 D 50%R/42.5%P/7.5%ES 30CMLDR;1,5;KG
;;JR FN 65-25 D 50%R/42.5%P/7.5%ES 30CMLDY;1,5;KG
;;CARTON BOX POLYMORPH MULTI PURPOSE ;1;PCS
;;PLASTIK PP 17X28 CM ;0,21252;KG
;;STC LABEL POLYMORPH LD 30X32 ;66;PCS
;;;;
4010403004;POLYMORPH LD VALUE PACK 0.5 KG WHITE @12;JR FN 65-25 D 50%R/42.5%P/7.5%ES 30 CM;6;KG
;;CARTON BOX POLYMORPH MULTI PURPOSE ;1;PCS
;;PLASTIK PP 17X28 CM ;0,03864;KG
;;;;
4010403005;POLYMORPH LD 30X45 (ROLL) MIX @6;MR FN65-25D 50%R/42.5%P/7.5%ES 165CM LDG;1,2504375;KG
;;MR FN65-25D 50%R/42.5%P/7.5%ES 165CM LDB;1,2504375;KG
;;MR FN65-25D 50%R/42.5%P/7.5%ES 165CM LDR;1,2504375;KG
;;MR FN65-25D 50%R/42.5%P/7.5%ES 165CM LDY;1,2504375;KG
;;CARTON BOX POLYMORPH MULTI PURPOSE ;1;PCS
;;PLASTIK CRYOPACK 28.5 X 51 ;6;PCS
;;STC LABEL POLYMORPH LD 30X45 ;6;PCS
;;;;
4010403006;POLYMORPH LD 30X45 (ROLL) WHITE @6;MR FN 65-25 D 50%R/42.5%P/7.5%ES 165 CM;5,00175;KG
;;PLASTIK CRYOPACK 28.5 X 51 ;6;PCS
;;STC LABEL POLYMORPH LD 30X45 ;6;PCS
;;CARTON BOX POLYMORPH MULTI PURPOSE ;1;PCS
;;;;
4010403007;POLYMORPH LD 30X60 10S MIX @39;JR FN 65-25 D 50%R/42.5%P/7.5%ES 30CMLDB;1,14075;KG
;;JR FN 65-25 D 50%R/42.5%P/7.5%ES 30CMLDG;1,14075;KG
;;JR FN 65-25 D 50%R/42.5%P/7.5%ES 30CMLDR;1,14075;KG
;;JR FN 65-25 D 50%R/42.5%P/7.5%ES 30CMLDY;1,14075;KG
;;CARTON BOX POLYMORPH MULTI PURPOSE ;1;PCS
;;PLASTIK PP POLYMORPH 30X60 18X40X0.3CM ;0,15444;KG
;;STC LABEL POLYMORPH MD 30X60 ;39;PCS
;;STC LABEL POLYMORPH LD 30X60 ;39;PCS
;;;;
4010403008;POLYMORPH LD 30X60 10S WHITE @33;JR FN 65-25 D 50%R/42.5%P/7.5%ES 30 CM;3,861;KG
;;CARTON BOX POLYMORPH MULTI PURPOSE ;1;PCS
;;STC LABEL POLYMORPH MD 30X60 ;33;PCS
;;STC LABEL POLYMORPH LD 30X60 ;33;PCS
;;;;
4010403009;POLYMORPH LD VALUE PACK 1 KG MIX @6;JR FN 65-25 D 50%R/42.5%P/7.5%ES 30CMLDB;1,5;KG
;;JR FN 65-25 D 50%R/42.5%P/7.5%ES 30CMLDG;1,5;KG
;;JR FN 65-25 D 50%R/42.5%P/7.5%ES 30CMLDR;1,5;KG
;;JR FN 65-25 D 50%R/42.5%P/7.5%ES 30CMLDY;1,5;KG
;;CARTON BOX POLYMORPH MULTI PURPOSE ;1;PCS
;;PLASTIK PP 30X51 CM ;0,05856;KG
;;;;
4010403010;POLYMORPH LD VALUE PACK 1 KG WHITE @6;JR FN 65-25 D 50%R/42.5%P/7.5%ES 30 CM;6;KG
;;CARTON BOX POLYMORPH MULTI PURPOSE ;1;PCS
;;PLASTIK PP 30X51 CM ;0,05856;KG
;;;;
;;;;
;;;;
4010404001;POLYMORPH SWEEPER MOP STICK  @24;JR FN 35-25 D 85%P/15%ES 21 CM MCD;0,494;KG
;;POLYMORPH MOP STICK  @24;24;PCS
;;PLASTIK PP 11X20 CM ;0,03072;KG
;;;;
4010500001;STELLA JUMBO ROLL 50S @20;MR FN 65-25 D 50%R/42.5%P/7.5%ES 165 CM;9,75;KG
;;KARUNG BAGOR  ;1;PCS
;;PLASTIK PP 35X52 CM ;0,16254;KG
;;;;
4010500002;STELLA DRY WIPE 20X24 100S @14;JR FN 65-25 D 50%R/42.5%P/7.5%ES 24CMSTL;4,368;KG
;;CARTON BOX POLYMORPH LAP RAYON 40S @40 ;1;PCS
;;PLASTIK PP 28X29 CM ;0,06916;KG
;;;;
4010500004;STELLA DRY WIPE 20X24 100S @12;JR FN 65-25 D 50%R/42.5%P/7.5%ES 24CMSTL;3,744;KG
;;CARTON BOX WATSON ;1;PCS
;;PLASTIK PP 28X29 CM ;0,05928;KG
;;;;
4010500005;STELLA DRY WIPE 20X24 100S @8;JR FN 65-25 D 50%R/42.5%P/7.5%ES 24CMSTL;2,496;KG
;;CARTON BOX WATSON ;1;PCS
;;PLASTIK PP 28X29 CM ;0,05928;KG
;;;;
4010600001;POLYMORPH LAP RAYON 40S MIX @30 (CTN);MR FN70-10H 50%R/42.5%P/7.5%ES 165CM LRB;2,45;KG
;;MR FN70-10H 50%R/42.5%P/7.5%ES 165CM LRG;2,45;KG
;;MR FN70-10H 50%R/42.5%P/7.5%ES 165CM LRR;2,45;KG
;;CARTON BOX POLYMORPH LAP RAYON 40S @40 ;1;PCS
;;PLASTIK CRYOPACK IDM SERBET ;30;PCS
;;KERTAS LABEL POLYMORPH LAP RAYON ;30;PCS
;;;;
4010600002;POLYMORPH LAP RAYON 40S WHITE @30 (CTN);MR FN 70-10 H 50%R/42.5%P/7.5%ES 165 CM;7,35;KG
;;CARTON BOX POLYMORPH LAP RAYON 40S @40 ;1;PCS
;;PLASTIK CRYOPACK IDM SERBET ;30;PCS
;;KERTAS LABEL POLYMORPH LAP RAYON ;30;PCS
;;;;
4010600003;POLYMORPH LAP RAYON 40S MIX @40 (BALL);MR FN70-10H 50%R/42.5%P/7.5%ES 165CM LRB;3,266666667;KG
;;MR FN70-10H 50%R/42.5%P/7.5%ES 165CM LRG;3,266666667;KG
;;MR FN70-10H 50%R/42.5%P/7.5%ES 165CM LRR;3,266666667;KG
;;KARUNG BAGOR  ;1;PCS
;;PLASTIK CRYOPACK LAP RAYON 40S ;40;PCS
;;;;
4010600007;POLYMORPH LAP RAYON 40S BLUE @40 (BALL);MR FN70-10H 50%R/42.5%P/7.5%ES 165CM LRB;9,8;KG
;;KARUNG BAGOR  ;1;PCS
;;PLASTIK CRYOPACK LAP RAYON 40S ;40;PCS
;;;;
4010600008;POLYMORPH LAP RAYON 40S GREEN @40 (BALL);MR FN70-10H 50%R/42.5%P/7.5%ES 165CM LRG;9,8;KG
;;KARUNG BAGOR  ;1;PCS
;;PLASTIK CRYOPACK LAP RAYON 40S ;40;PCS
;;;;
4010600009;POLYMORPH LAP RAYON 40S RED @40 (BALL);MR FN70-10H 50%R/42.5%P/7.5%ES 165CM LRR;9,8;KG
;;KARUNG BAGOR  ;1;PCS
;;PLASTIK CRYOPACK LAP RAYON 40S ;40;PCS
;;;;
4010600004;LAP RAYON 40S RED (MAGTIS) @40;MR FN 70-10 H 50%R/42.5%P/7.5%ES 165 CM;9,8;KG
;;KARUNG BAGOR  ;1;PCS
;;PLASTIK CRYOPACK LAP RAYON 40S ;40;PCS
;;;;
4010600005;LAP RAYON 40S BLUE (MAGTIS) @40;MR FN 70-10 H 50%R/42.5%P/7.5%ES 165 CM;9,8;KG
;;KARUNG BAGOR  ;1;PCS
;;PLASTIK CRYOPACK LAP RAYON 40S ;40;PCS
;;;;
4010700001;MAGIC CLEAN DRY 60S @24;JR FN 35-25 D 85%P/15%ES 21 CM MCD;2,96352;KG
;;CARTON BOX POLYMORPH MULTI PURPOSE ;1;PCS
;;PACKAGING MAGIC CLEAN DRY 60S-ORG  @3846;24;PCS
;;STC LABEL LABEL 60S MAGIC CLEAN DRY ;24;PCS
;;;;
4010700007;MAGIC CLEAN DRY 85S @24;SPUNBOND LIVINGSTONE WHITE 20 CM;3,08448;KG
;;CARTON BOX ONLINE NO 9 ;1;PCS
;;PACKAGING MAGIC CLEAN DRY 60S-ORG  @3846;24;PCS
;;STC MAGIC CLEAN 85S ;24;PCS
;;;;
4010700008;MAGIC CLEAN DRY 85S @12;SPUNBOND LIVINGSTONE WHITE 20 CM;1,54224;KG
;;CARTON BOX INDOMARET BABY 50S POLOS @24 ;1;PCS
;;PACKAGING MAGIC CLEAN DRY 60S-ORG  @3846;12;PCS
;;STC MAGIC CLEAN 85S ;12;PCS
;;;;
4010700002;MAGIC CLEAN DRY 60S @6;JR FN 35-25 D 85%P/15%ES 21 CM MCD;0,74088;KG
;;CARTON BOX POLYMORPH MULTI PURPOSE ;1;PCS
;;PACKAGING MAGIC CLEAN DRY 60S-ORG  @3846;6;PCS
;;STC LABEL LABEL 60S MAGIC CLEAN DRY ;6;PCS
;;;;
4010700003;MAGIC CLEAN WET 30S @24;JR FN 53-25 D 50%R/40%P/10%ES 21CM MCW;2,243808;KG
;;CARTON BOX POLYMORPH MAGIC CLNWET30S@16 ;1;PCS
;;PACKAGING MAGIC CLEAN WET 30S 8/22 @4166;24;PCS
;;STC LABEL PENUTUP MAGIC CLEAN WET FREE5 ;24;PCS
;;STC REMOVABLE TRANSPARANT 38X70 MM @5400;24;PCS
;;PARFUM ANNABETH MF 11524 ;0,0197455;KG
;;CHEMICAL AMISOFT ECS 22 ;0,0197455;KG
;;CHEMICAL ABLUMINE/SANISOL ;0,0118473;KG
;;CHEMICAL ISOCIL/SUPGUARD/TROYCARE BC 04/MERGAL/GLOCIDE CMIT ;0,0098728;KG
;;CHEMICAL AQUADEST ;9,8115441;KG
;;;;
3050108001;WIP MAGIC CLEAN WET 30S ;JR FN 53-25 D 50%R/40%P/10%ES 21CM MCW;1,495872;KG
;;CARTON BOX POLYMORPH MAGIC CLNWET30S@16 ;1;PCS
;;PACKAGING MAGIC CLEAN WET 30S 8/22 @4166;16;PCS
;;STC LABEL PENUTUP MAGIC CLEAN WET FREE5 ;16;PCS
;;STC REMOVABLE TRANSPARANT 38X70 MM @5400;16;PCS
;;PARFUM ANNABETH MF 11524 ;0,011967;KG
;;CHEMICAL AMISOFT ECS 22 ;0,011967;KG
;;CHEMICAL ABLUMINE/SANISOL ;0,0251306;KG
;;CHEMICAL ISOCIL/SUPGUARD/TROYCARE BC 04/MERGAL/GLOCIDE CMIT ;0,0059835;KG
;;CHEMICAL AQUADEST ;5,9463904;KG
;;;;
4010700004;MAGIC CLEAN WET 30S @16;WIP MAGIC CLEAN WET 30S ;16;PCK
;;CARTON BOX POLYMORPH MAGIC CLNWET30S@16 ;1;PCS
;;;;
4010700005;MAGIC CLEAN WET 30S @6;JR FN 53-25 D 50%R/40%P/10%ES 21CM MCW;0,560952;KG
;;CARTON BOX POLYMORPH MAGIC CLNWET 30S@6 ;1;PCS
;;PACKAGING MAGIC CLEAN WET 30S-BLUE @3846;6;PCS
;;STC LABEL PENUTUP MAGIC CLEAN WET 40X30 ;6;PCS
;;STC REMOVABLE TRANSPARANT 38X70 MM @5400;6;PCS
;;PARFUM ANNABETH MF 11524 ;0,0049364;KG
;;CHEMICAL AMISOFT ECS 22 ;0,0049364;KG
;;CHEMICAL ABLUMINE/SANISOL ;0,0029618;KG
;;CHEMICAL ISOCIL/SUPGUARD/TROYCARE BC 04/MERGAL/GLOCIDE CMIT ;0,0024682;KG
;;CHEMICAL AQUADEST ;2,452886;KG
;;;;
4010700006;MAGIC CLEAN WET 30S BND @2X6;JR FN 53-25 D 50%R/40%P/10%ES 21CM MCW;1,121904;KG
;;CARTON BOX WETKINS 50S ;1;PCS
;;PACKAGING MAGIC CLEAN WET 30S-BLUE @3846;12;PCS
;;STC LABEL PENUTUP MAGIC CLEAN WET FREE5 ;12;PCS
;;STC REMOVABLE TRANSPARANT 38X70 MM @5400;12;PCS
;;PLASTIK PP 35X45 CM ;0,01676;KG
;;PARFUM ANNABETH MF 11524 ;0,0098728;KG
;;CHEMICAL AMISOFT ECS 22 ;0,0098728;KG
;;CHEMICAL ABLUMINE/SANISOL ;0,0059237;KG
;;CHEMICAL ISOCIL/SUPGUARD/TROYCARE BC 04/MERGAL/GLOCIDE CMIT ;0,0049364;KG
;;CHEMICAL AQUADEST ;4,9057721;KG
;;;;
4010800001;NTUC MULTI PURPOSE WIPES 12S @42;JR 76-16H 60%R/40%P 30 CM;3,792096;KG
;;JR 76-16H 60%R/40%P 30 CM;3,792096;KG
;;CARTON BOX NTUC ;1;PCS
;;POLYBAG PRINTING NTUC 10+2 pcs ;42;PCS
;;;;
4010800002;GRADE B (EX-NTUC) 35X60 1 KG ;;;
4010900001;SABER 30X34 900S @1;;;
4011000001;TANDOX WETLACE 50:50 30X34CM  @1;;;
;;;;
4019900001;TISSUE KOMPOR 1 KG @8;MR GRADE C ;8;KG
;;KARUNG BAGOR  ;1;PCS
;;PLASTIK PP 35X52 CM ;0,09288;KG
;;;;
4019900002;TISSUE KOMPOR 1 KG (BC) @10;MR GRADE C ;10;KG
;;KARUNG BAGOR  ;1;PCS
;;PLASTIK PP 35X52 CM ;0,1161;KG
;;STC BARCODE TISSUE KOMPOR ;10;PCS
;;;;
3050201001;WIP INDOMARET WET WIPES 50S ;JR 40-76 H 20% R/80%P 36 CM ADPZ40;1,1232;KG
;;PACKAGING INDOMARET 50S @4545;24;PCS
;;STC REMOVABLE INNER FLIP TOP 5X3CM (BIRU) @7400;24;PCS
0,05%;0,0022773;CHEMICAL ALOE VERA EXTRACT MME 001B ;0,001853;KG
0,12%;0,0054631;CHEMICAL ISOCIL/SUPGUARD/TROYCARE BC 04/MERGAL/GLOCIDE CMIT ;0,004448;KG
;Tambahan;CHEMICAL ISOCIL/SUPGUARD/TROYCARE BC 04/MERGAL/GLOCIDE CMIT ;0,01112;KG
0,13%;0,056991;CHEMICAL CETHYL PYRIDINIUM CHLORIDE ;0,004633;KG
0,14%;0,0062625;PARFUM PREMIUM LD ;0,00556;KG
0,21%;0,0093982;CHEMICAL TAGAT CH40/PEG 40 HCO/MATPERS HP382 ;0,00834;KG
99,36%;4,525471976;CHEMICAL AQUADEST ;3,670606;KG
;;;;
4020101001;INDOMARET WET WIPES 50S FT @24;WIP INDOMARET WET WIPES 50S ;24;PCK
;;CARTON BOX INDOMARET 50S FT @24 ;1;PCS
;;PARTISI COAK 1 365 X 250 MM INDOMARET 50S  ;1;PCS
;;PARTISI COAK 1 125 X 250 MM INDOMARET 50S  ;1;PCS
;;STC FLIPTOP INDOMARET 50S FT @4000;24;PCS
;;FLIP TOP WHITE (NEW CHINA) ;24;PCS
;;;;
3050201002;WIP INDOMARET BABY WIPES 50S ;JR 40-76 H 20% R/80%P 36 CM ADPZ40;1,1232;KG
;;PACKAGING INDOMARET BABY 50S @4545;24;PCS
;;STC REMOVABLE INNER FLIP TOP 5X3CM (BIRU) @7400;24;PCS
;0,002485;CHEMICAL ALOE VERA EXTRACT MME 001B ;0,001853;KG
;0,059542;CHEMICAL ISOCIL/SUPGUARD/TROYCARE BC 04/MERGAL/GLOCIDE CMIT ;0,004448;KG
;0,011176;CHEMICAL TAGAT CH40/PEG 40 HCO/MATPERS HP382 ;0,00834;KG
;0,007446;PARFUM JOHN BEDTIME ;0,00556;KG
;0,0062114;CHEMICAL CETHYL PYRIDINIUM CHLORIDE ;0,004633;KG
